"Fish_id","Watershed","Status","Original_Points","Filtered_Points"
"2020_kk_296","Kusko","Success",2721,971
"2020_kk_298","Kusko","Success",2887,1138
"2020_kk_299","Kusko","Success",2851,996
"2020_kk_302","Kusko","Success",2932,944
"2020_kk_303","Kusko","Success",2743,1074
"2020_kk_305_redo","Kusko","Success",2142,1018
"2020_kk_306","Kusko","Success",3105,1975
"2020_kk_307","Kusko","Success",2639,989
"2020_kk_308","Kusko","Success",2418,711
"2020_kk_309","Kusko","Success",2350,925
"2020_kk_310","Kusko","Success",2768,989
"2020_kk_311","Kusko","Success",2560,980
"2020_kk_312","Kusko","Success",2274,892
"2020_kk_314","Kusko","Success",2219,784
"2020_kk_315_redo","Kusko","Success",1946,812
"2020_kk_318","Kusko","Success",2357,935
"2020_kk_319","Kusko","Success",2453,832
"2020_kk_320_redo","Kusko","Success",2946,980
"2020_kk_322","Kusko","Success",2197,932
"2020_kk_324","Kusko","Success",2716,993
"2020_kk_325","Kusko","Success",2488,872
"2020_kk_326","Kusko","Success",2658,1026
"2020_kk_327","Kusko","Success",2639,1110
"2020_kk_328","Kusko","Success",3090,878
"2020_kk_329","Kusko","Success",2117,681
"2020_kk_330","Kusko","Success",2182,803
"2020_kk_331","Kusko","Success",2590,821
"2020_kk_332","Kusko","Success",2513,1043
"2020_kk_333","Kusko","Success",2724,885
"2020_kk_335","Kusko","Success",2835,1123
"2020_kk_336","Kusko","Success",2492,924
"2020_kk_337","Kusko","Success",2244,816
"2020_kk_339","Kusko","Success",2534,928
"2020_kk_340","Kusko","Success",2421,1007
"2020_kk_341","Kusko","Success",2879,1081
"2020_kk_342","Kusko","Success",2255,1008
"2020_kk_344","Kusko","Success",2949,985
"2021_kk_003_R2","Kusko","Success",1901,927
"2021_kk_006_R2","Kusko","Success",1736,781
"2021_kk_018_R1","Kusko","Success",1833,966
"2021_kk_021_R1","Kusko","Success",1510,790
"2021_kk_022_R1","Kusko","Success",1347,1035
"2021_kk_030","Kusko","Success",1407,814
"2021_kk_031","Kusko","Success",1530,938
"2021_kk_034a","Kusko","Success",1398,965
"2021_kk_035","Kusko","Success",1539,782
"2021_kk_037","Kusko","Success",1314,777
"2021_kk_038_R1","Kusko","Success",1317,811
"2021_kk_039","Kusko","Success",1301,855
"2021_kk_044_R1","Kusko","Success",1459,1029
"2021_kk_045","Kusko","Success",1263,886
"2021_kk_047","Kusko","Success",1243,734
"2021_kk_049_R1","Kusko","Success",1328,1014
"2021_kk_055_R1","Kusko","Success",1235,919
"2021_kk_057","Kusko","Success",1625,991
"2021_kk_074","Kusko","Success",1793,983
"2021_kk_081","Kusko","Success",1169,918
"2021_kk_082","Kusko","Success",1456,892
"2021_kk_083_R1","Kusko","Success",1521,946
"2021_kk_085","Kusko","Success",1749,932
"2021_kk_086","Kusko","Success",1360,1162
"2021_kk_087","Kusko","Success",1320,1049
"2021_kk_088","Kusko","Success",1171,788
"2021_kk_089_R1","Kusko","Success",1422,856
"2021_kk_093","Kusko","Success",1413,1081
"2021_kk_094","Kusko","Success",1403,928
"2021_kk_096","Kusko","Success",1347,811
"2021_kk_099","Kusko","Success",1249,985
"2021_kk_104","Kusko","Success",1820,864
"2021_kk_106","Kusko","Success",1519,841
"2021_kk_107","Kusko","Success",1297,964
"2021_kk_108","Kusko","Success",1440,903
"2021_kk_110_r1","Kusko","Success",1555,846
"2021_kk_111","Kusko","Success",1459,877
"2021_kk_113","Kusko","Success",1448,1080
"2021_kk_114","Kusko","Success",1430,919
"2021_kk_115","Kusko","Success",1592,927
"2021_kk_118","Kusko","Success",1514,971
"2021_kk_120","Kusko","Success",1289,867
"2021_kk_121","Kusko","Success",1575,834
"2021_kk_122","Kusko","Success",1290,931
"2021_kk_124","Kusko","Success",1665,1137
"2021_kk_128","Kusko","Success",1544,866
"2021_kk_129","Kusko","Success",2229,1207
"2021_kk_134_r1","Kusko","Success",2020,848
"2021_kk_138","Kusko","Success",1402,897
"2021_kk_139","Kusko","Success",1440,805
"2021_kk_142","Kusko","Success",1692,1094
"2021_kk_144_R1","Kusko","Success",1471,990
"2021_kk_147_R1","Kusko","Success",1748,872
"2021_kk_152","Kusko","Success",1718,812
"2021_kk_153","Kusko","Success",1181,884
"2021_kk_155","Kusko","Success",1787,660
"2021_kk_156_r1","Kusko","Success",1691,964
"2021_kk_157","Kusko","Success",1231,898
"2021_kk_158","Kusko","Success",1352,919
"2021_kk_160","Kusko","Success",1923,816
"2021_kk_161","Kusko","Success",1465,1026
"2021_kk_163","Kusko","Success",1330,940
"2021_kk_171","Kusko","Success",1368,791
"2021_kk_176","Kusko","Success",1603,970
"2021_kk_183","Kusko","Success",1392,827
"2021_kk_186","Kusko","Success",1262,824
"2021_kk_190","Kusko","Success",2308,881
"2021_kk_194","Kusko","Success",1848,954
"2021_kk_195","Kusko","Success",1212,859
"2021_kk_197r1","Kusko","Success",1465,900
"2021_kk_201","Kusko","Success",1581,886
"2021_kk_202","Kusko","Success",1459,973
"2021_kk_206","Kusko","Success",1405,994
"2021_kk_207","Kusko","Success",1590,1041
"2021_kk_209","Kusko","Success",1541,990
"2021_kk_213","Kusko","Success",1530,795
"2021_kk_217","Kusko","Success",1338,811
"2021_kk_218","Kusko","Success",2288,2088
"2021_kk_219","Kusko","Success",1288,861
"2021_kk_225","Kusko","Success",1236,926
"2021_kk_226","Kusko","Success",1817,884
"2021_kk_228","Kusko","Success",2244,1074
"2021_kk_229","Kusko","Success",2121,1804
"2021_kk_231","Kusko","Success",1701,978
"2021_kk_232_a","Kusko","Success",2216,1078
"2021_kk_235","Kusko","Success",1342,856
"2021_kk_237","Kusko","Success",1488,939
"2021_kk_238_R1","Kusko","Success",1728,991
"2021_kk_239","Kusko","Success",1833,1049
"2021_kk_244","Kusko","Success",2409,1686
"2021_kk_247","Kusko","Success",1594,883
"2021_kk_248_R1","Kusko","Success",1750,939
"2021_kk_253_R1","Kusko","Success",1573,684
"2021_kk_263_R2","Kusko","Success",1545,931
"2021_kk_270","Kusko","Success",1281,935
"2021_kk_275","Kusko","Success",1692,1099
"2021_kk_276","Kusko","Success",1789,954
"2021_kk_277_R1","Kusko","Success",1578,993
"2021_kk_284","Kusko","Success",1599,954
"2021_kk_285","Kusko","Success",1574,1246
"2021_kk_286","Kusko","Success",1496,961
"2021_kk_287","Kusko","Success",1841,980
"2021_kk_288","Kusko","Success",1641,988
"2021_kk_290_R1","Kusko","Success",1627,904
"2021_kk_291","Kusko","Success",1526,837
"2021_kk_292","Kusko","Success",1487,752
"2021_kk_294","Kusko","Success",1687,996
"2021_kk_296_R1","Kusko","Success",1719,983
"2021_kk_298","Kusko","Success",1817,926
"2021_kk_299","Kusko","Success",1778,993
"2021_kk_301","Kusko","Success",1342,806
"2021_kk_302","Kusko","Success",1348,728
"2021_kk_304","Kusko","Success",1524,1001
"2021_kk_305","Kusko","Success",1782,905
"2021_kk_306","Kusko","Success",1832,1088
"2021_kk_309","Kusko","Success",1970,917
"2021_kk_311","Kusko","Success",1491,657
"2021_kk_313","Kusko","Success",1843,1028
"2021_kk_315_R1","Kusko","Success",1473,871
"2021_kk_320","Kusko","Success",1514,1045
"2021_kk_322","Kusko","Success",2306,936
"2021_kk_324","Kusko","Success",1980,1004
"2021_kk_326_R1","Kusko","Success",1529,992
"2021_kk_327_R1","Kusko","Success",1529,974
"2021_kk_328","Kusko","Success",1658,863
"2021_kk_332","Kusko","Success",1422,941
"2021_kk_333","Kusko","Success",1199,807
"2021_kk_340","Kusko","Success",1506,874
"2021_kk_342_R1","Kusko","Success",1707,871
"2021_kk_344","Kusko","Success",1234,905
"2021_kk_347","Kusko","Success",1535,917
"2021_kk_354","Kusko","Success",1653,871
"2021_kk_357","Kusko","Success",1536,1068
"2021_kk_363_R1","Kusko","Success",1699,934
"2021_kk_366","Kusko","Success",1473,863
"2021_kk_372","Kusko","Success",2140,940
"2021_kk_374_R1","Kusko","Success",1765,733
"2021_kk_376","Kusko","Success",2510,1353
"2021_kk_377","Kusko","Success",1684,1046
"2021_yk_001","Yukon","Success",1376,899
"2021_yk_003","Yukon","Success",1659,892
"2021_yk_007","Yukon","Success",1806,876
"2021_yk_008","Yukon","Success",1572,824
"2021_yk_011","Yukon","Success",1477,1013
"2021_yk_016","Yukon","Success",1620,993
"2021_yk_017","Yukon","Success",2113,1168
"2021_yk_020","Yukon","Success",2051,1001
"2021_yk_023","Yukon","Success",2101,956
"2021_yk_025","Yukon","Success",1268,999
"2021_yk_026","Yukon","Success",2172,1882
"2021_yk_027","Yukon","Success",1793,962
"2021_yk_031","Yukon","Success",2043,991
"2021_yk_033","Yukon","Success",1756,1123
"2021_yk_036","Yukon","Success",2123,909
"2021_yk_037","Yukon","Success",2074,958
"2021_yk_039","Yukon","Success",2141,1038
"2021_yk_043","Yukon","Success",1909,839
"2021_yk_046","Yukon","Success",2070,1816
"2021_yk_048","Yukon","Success",2364,970
"2021_yk_049","Yukon","Success",2104,1004
"2021_yk_051","Yukon","Success",1553,774
"2021_yk_055","Yukon","Success",1986,943
"2021_yk_056","Yukon","Success",2355,1873
"2021_yk_057","Yukon","Success",2050,910
"2021_yk_061","Yukon","Success",1758,975
"2021_yk_064","Yukon","Success",1704,943
"2021_yk_070","Yukon","Success",2227,902
"2021_yk_076","Yukon","Success",1953,920
"2021_yk_080","Yukon","Success",1681,826
"2021_yk_084","Yukon","Success",2453,1045
"2021_yk_090","Yukon","Success",2132,920
"2021_yk_095","Yukon","Success",2109,1236
"2021_yk_098","Yukon","Success",1775,961
"2021_yk_101","Yukon","Success",2057,864
"2021_yk_102","Yukon","Success",1944,923
"2021_yk_104","Yukon","Success",2142,1044
"2021_yk_105","Yukon","Success",1924,956
"2021_yk_110","Yukon","Success",2076,1120
"2021_yk_112","Yukon","Success",1936,779
"2021_yk_115","Yukon","Success",1983,962
"2021_yk_120","Yukon","Success",1526,985
"2021_yk_122","Yukon","Success",1934,962
"2021_yk_131","Yukon","Success",2244,946
"2021_yk_134","Yukon","Success",1984,880
"2021_yk_138","Yukon","Success",1525,955
"2021_yk_140","Yukon","Success",1646,938
"2021_yk_144","Yukon","Success",1790,969
"2021_yk_145","Yukon","Success",1987,1052
"2021_yk_150","Yukon","Success",2147,1191
"2021_yk_156","Yukon","Success",1876,974
"2021_yk_160","Yukon","Success",1896,924
"2021_yk_162","Yukon","Success",2129,2008
"2021_yk_163","Yukon","Success",2206,1095
"2021_yk_164","Yukon","Success",1950,934
"2021_yk_165","Yukon","Success",1787,1027
"2021_yk_170","Yukon","Success",2033,1279
"2021_yk_171","Yukon","Success",2321,1061
"2021_yk_173","Yukon","Success",1958,985
"2021_yk_175","Yukon","Success",2268,1045
"2021_yk_181","Yukon","Success",2298,1273
"2021_yk_183","Yukon","Success",2058,1048
"2021_yk_184","Yukon","Success",2151,1125
"2021_yk_185","Yukon","Success",1954,1125
"2021_yk_186","Yukon","Success",2164,1342
"2021_yk_188","Yukon","Success",1690,1168
"2021_yk_192","Yukon","Success",1574,702
"2021_yk_195","Yukon","Success",1854,940
"2021_yk_198","Yukon","Success",2252,1198
"2021_yk_200","Yukon","Success",2067,1156
"2021_yk_202","Yukon","Success",1922,949
"2021_yk_203","Yukon","Success",2007,1021
"2021_yk_207","Yukon","Success",1353,811
"2021_yk_208","Yukon","Success",2080,1128
"2021_yk_213","Yukon","Success",2138,1151
"2021_yk_216","Yukon","Success",1939,939
"2021_yk_217","Yukon","Success",2269,1026
"2021_yk_301","Yukon","Success",1553,797
"2021_yk_304","Yukon","Success",1818,850
"2021_yk_305","Yukon","Success",1942,1136
"2021_yk_307","Yukon","Success",1754,808
"2021_yk_308","Yukon","Success",2030,1167
"2021_yk_311","Yukon","Success",1860,1151
"2021_yk_312","Yukon","Success",1699,963
"2021_yk_313","Yukon","Success",1697,911
"2021_yk_314","Yukon","Success",2094,1097
"2021_yk_324","Yukon","Success",2009,1173
"2021_yk_326","Yukon","Success",1748,898
"2021_yk_333","Yukon","Success",1965,1018
"2021_yk_335","Yukon","Success",2235,1152
"2021_yk_364","Yukon","Success",1693,1104
"2021_yk_367","Yukon","Success",1862,1069
"2021_yk_368","Yukon","Success",1782,1156
"2021_yk_372","Yukon","Success",1880,1079
"2021_yk_373","Yukon","Success",1851,966
"2021_yk_378","Yukon","Success",1955,1119
"2021_yk_386","Yukon","Success",2327,1168
"2021_yk_395","Yukon","Success",2028,1106
"2021_yk_396","Yukon","Success",1765,982
"2021_yk_409","Yukon","Success",1679,893
"2021_yk_410","Yukon","Success",1622,896
"2021_yk_414","Yukon","Success",1893,942
"2021_yk_415","Yukon","Success",2323,1072
"2021_yk_425","Yukon","Success",1761,912
"2021_yk_439","Yukon","Success",2409,1005
"2021_yk_440","Yukon","Success",1679,984
"2021_yk_443","Yukon","Success",1945,1026
"2021_yk_450","Yukon","Success",2194,1159
"2021_yk_452","Yukon","Success",1579,987
"2021_yk_464","Yukon","Success",1664,887
"2021_yk_465","Yukon","Success",1816,1227
"2021_yk_468","Yukon","Success",1595,871
"2021_yk_469","Yukon","Success",1619,1020
"2021_yk_472","Yukon","Success",1715,1080
"2021_yk_473","Yukon","Success",2028,951
"2021_yk_477","Yukon","Success",1774,846
"2021_yk_478","Yukon","Success",1431,954
"2021_yk_497","Yukon","Success",1851,1041
"2021_yk_506","Yukon","Success",1815,953
"2021_yk_507","Yukon","Success",1707,1127
"2021_yk_508","Yukon","Success",1601,1040
"2021_yk_509","Yukon","Success",2084,925
"2021_yk_510","Yukon","Success",2041,1037
"2021_yk_514","Yukon","Success",1682,956
"2021_yk_518","Yukon","Success",1757,873
"2021_yk_521","Yukon","Success",1546,854
