"Fish_id","Dataset","Predicted_Watershed","Actual_Watershed","Correct_Classified"
"2020_kk_156","MA","Kusko","Kusko","Yes"
"2020_kk_158","MA","Kusko","Kusko","Yes"
"2020_kk_175_redo","MA","Nush","Kusko","No"
"2020_kk_186_redo","MA","Kusko","Kusko","Yes"
"2020_kk_201","MA","Yukon","Kusko","No"
"2020_kk_210","MA","Nush","Kusko","No"
"2020_kk_241_sld18","MA","Kusko","Kusko","Yes"
"2020_kk_242_sld18","MA","Kusko","Kusko","Yes"
"2020_kk_244","MA","Kusko","Kusko","Yes"
"2020_kk_251_sld20","MA","Kusko","Kusko","Yes"
"2020_kk_256_redo","MA","Kusko","Kusko","Yes"
"2020_kk_258","MA","Kusko","Kusko","Yes"
"2020_kk_261","MA","Kusko","Kusko","Yes"
"2020_kk_276","MA","Kusko","Kusko","Yes"
"2020_kk_293","MA","Kusko","Kusko","Yes"
"2020_kk_299","MA","Kusko","Kusko","Yes"
"2020_kk_307","MA","Nush","Kusko","No"
"2020_kk_310","MA","Kusko","Kusko","Yes"
"2020_kk_311","MA","Kusko","Kusko","Yes"
"2020_kk_320_redo","MA","Kusko","Kusko","Yes"
"2020_kk_321","MA","Kusko","Kusko","Yes"
"2020_kk_323","MA","Kusko","Kusko","Yes"
"2020_kk_328","MA","Kusko","Kusko","Yes"
"2020_kk_335","MA","Kusko","Kusko","Yes"
"2020_kk_336","MA","Kusko","Kusko","Yes"
"2020_kk_343","MA","Kusko","Kusko","Yes"
"2020_kk_345","MA","Kusko","Kusko","Yes"
"2021_kk_011_R2","MA","Kusko","Kusko","Yes"
"2021_kk_013_R2","MA","Kusko","Kusko","Yes"
"2021_kk_018_R1","MA","Kusko","Kusko","Yes"
"2021_kk_043","MA","Kusko","Kusko","Yes"
"2021_kk_047","MA","Kusko","Kusko","Yes"
"2021_kk_049_R1","MA","Kusko","Kusko","Yes"
"2021_kk_054","MA","Kusko","Kusko","Yes"
"2021_kk_061","MA","Kusko","Kusko","Yes"
"2021_kk_072","MA","Kusko","Kusko","Yes"
"2021_kk_077","MA","Yukon","Kusko","No"
"2021_kk_088","MA","Kusko","Kusko","Yes"
"2021_kk_111","MA","Kusko","Kusko","Yes"
"2021_kk_114","MA","Kusko","Kusko","Yes"
"2021_kk_115","MA","Kusko","Kusko","Yes"
"2021_kk_118","MA","Yukon","Kusko","No"
"2021_kk_142","MA","Nush","Kusko","No"
"2021_kk_157","MA","Kusko","Kusko","Yes"
"2021_kk_158","MA","Nush","Kusko","No"
"2021_kk_161","MA","Nush","Kusko","No"
"2021_kk_176","MA","Kusko","Kusko","Yes"
"2021_kk_182","MA","Nush","Kusko","No"
"2021_kk_183","MA","Kusko","Kusko","Yes"
"2021_kk_190","MA","Kusko","Kusko","Yes"
"2021_kk_201","MA","Kusko","Kusko","Yes"
"2021_kk_229","MA","Kusko","Kusko","Yes"
"2021_kk_231","MA","Kusko","Kusko","Yes"
"2021_kk_238_R1","MA","Kusko","Kusko","Yes"
"2021_kk_245","MA","Yukon","Kusko","No"
"2021_kk_287","MA","Kusko","Kusko","Yes"
"2021_kk_290_R1","MA","Kusko","Kusko","Yes"
"2021_kk_298","MA","Kusko","Kusko","Yes"
"2021_kk_309","MA","Kusko","Kusko","Yes"
"2021_kk_324","MA","Kusko","Kusko","Yes"
"2021_kk_327_R1","MA","Kusko","Kusko","Yes"
"2021_kk_328","MA","Kusko","Kusko","Yes"
"2021_kk_343","MA","Kusko","Kusko","Yes"
"2021_kk_353","MA","Kusko","Kusko","Yes"
"2021_kk_360","MA","Kusko","Kusko","Yes"
"2021_kk_371_R1","MA","Kusko","Kusko","Yes"
"2021_kk_375","MA","Kusko","Kusko","Yes"
"2021_kk_376","MA","Kusko","Kusko","Yes"
"2021_yk_003","MA","Kusko","Yukon","No"
"2021_yk_016","MA","Yukon","Yukon","Yes"
"2021_yk_018","MA","Yukon","Yukon","Yes"
"2021_yk_020","MA","Yukon","Yukon","Yes"
"2021_yk_049","MA","Yukon","Yukon","Yes"
"2021_yk_051","MA","Yukon","Yukon","Yes"
"2021_yk_056","MA","Yukon","Yukon","Yes"
"2021_yk_102","MA","Yukon","Yukon","Yes"
"2021_yk_104","MA","Yukon","Yukon","Yes"
"2021_yk_131","MA","Yukon","Yukon","Yes"
"2021_yk_139","MA","Kusko","Yukon","No"
"2021_yk_150","MA","Yukon","Yukon","Yes"
"2021_yk_156","MA","Yukon","Yukon","Yes"
"2021_yk_200","MA","Yukon","Yukon","Yes"
"2021_yk_202","MA","Yukon","Yukon","Yes"
"2021_yk_307","MA","Yukon","Yukon","Yes"
"2021_yk_312","MA","Yukon","Yukon","Yes"
"2021_yk_313","MA","Yukon","Yukon","Yes"
"2021_yk_314","MA","Yukon","Yukon","Yes"
"2021_yk_316","MA","Yukon","Yukon","Yes"
"2021_yk_325","MA","Yukon","Yukon","Yes"
"2021_yk_326","MA","Yukon","Yukon","Yes"
"2021_yk_351","MA","Yukon","Yukon","Yes"
"2021_yk_353","MA","Yukon","Yukon","Yes"
"2021_yk_364","MA","Kusko","Yukon","No"
"2021_yk_368","MA","Yukon","Yukon","Yes"
"2021_yk_373","MA","Yukon","Yukon","Yes"
"2021_yk_386","MA","Yukon","Yukon","Yes"
"2021_yk_400","MA","Yukon","Yukon","Yes"
"2021_yk_409","MA","Yukon","Yukon","Yes"
"2021_yk_414","MA","Yukon","Yukon","Yes"
"2021_yk_440","MA","Yukon","Yukon","Yes"
"2021_yk_450","MA","Yukon","Yukon","Yes"
"2021_yk_469","MA","Yukon","Yukon","Yes"
"2021_yk_489","MA","Yukon","Yukon","Yes"
"2021_yk_510","MA","Yukon","Yukon","Yes"
"2021_yk_518","MA","Yukon","Yukon","Yes"
"2011_nk_101","GAM","Nush","Nush","Yes"
"2011_nk_109","GAM","Kusko","Nush","No"
"2011_nk_112","GAM","Kusko","Nush","No"
"2011_nk_114","GAM","Nush","Nush","Yes"
"2011_nk_120","GAM","Nush","Nush","Yes"
"2011_nk_122","GAM","Nush","Nush","Yes"
"2011_nk_125","GAM","Kusko","Nush","No"
"2011_nk_15","GAM","Nush","Nush","Yes"
"2011_nk_158","GAM","Nush","Nush","Yes"
"2011_nk_163","GAM","Nush","Nush","Yes"
"2011_nk_167","GAM","Nush","Nush","Yes"
"2011_nk_169","GAM","Nush","Nush","Yes"
"2011_nk_182","GAM","Kusko","Nush","No"
"2011_nk_19","GAM","Nush","Nush","Yes"
"2011_nk_192","GAM","Nush","Nush","Yes"
"2011_nk_193","GAM","Nush","Nush","Yes"
"2011_nk_203","GAM","Nush","Nush","Yes"
"2011_nk_207","GAM","Nush","Nush","Yes"
"2011_nk_211","GAM","Nush","Nush","Yes"
"2011_nk_218","GAM","Nush","Nush","Yes"
"2011_nk_221","GAM","Nush","Nush","Yes"
"2011_nk_226","GAM","Nush","Nush","Yes"
"2011_nk_228","GAM","Nush","Nush","Yes"
"2011_nk_230","GAM","Nush","Nush","Yes"
"2011_nk_231","GAM","Nush","Nush","Yes"
"2011_nk_232","GAM","Nush","Nush","Yes"
"2011_nk_233","GAM","Nush","Nush","Yes"
"2011_nk_24","GAM","Nush","Nush","Yes"
"2011_nk_241","GAM","Nush","Nush","Yes"
"2011_nk_248","GAM","Nush","Nush","Yes"
"2011_nk_254","GAM","Nush","Nush","Yes"
"2011_nk_39","GAM","Nush","Nush","Yes"
"2011_nk_51","GAM","Nush","Nush","Yes"
"2011_nk_60","GAM","Nush","Nush","Yes"
"2011_nk_613","GAM","Nush","Nush","Yes"
"2011_nk_64","GAM","Nush","Nush","Yes"
"2011_nk_65","GAM","Nush","Nush","Yes"
"2011_nk_66","GAM","Nush","Nush","Yes"
"2011_nk_71","GAM","Nush","Nush","Yes"
"2011_nk_77","GAM","Nush","Nush","Yes"
"2011_nk_80","GAM","Nush","Nush","Yes"
"2011_nk_92","GAM","Kusko","Nush","No"
"2014_nk_1","GAM","Nush","Nush","Yes"
"2014_nk_10_redo","GAM","Nush","Nush","Yes"
"2014_nk_104","GAM","Kusko","Nush","No"
"2014_nk_105","GAM","Nush","Nush","Yes"
"2014_nk_107","GAM","Nush","Nush","Yes"
"2014_nk_117","GAM","Kusko","Nush","No"
"2014_nk_118","GAM","Kusko","Nush","No"
"2014_nk_12","GAM","Nush","Nush","Yes"
"2014_nk_129","GAM","Nush","Nush","Yes"
"2014_nk_132","GAM","Nush","Nush","Yes"
"2014_nk_139","GAM","Kusko","Nush","No"
"2014_nk_145","GAM","Nush","Nush","Yes"
"2014_nk_15","GAM","Nush","Nush","Yes"
"2014_nk_151","GAM","Nush","Nush","Yes"
"2014_nk_154","GAM","Nush","Nush","Yes"
"2014_nk_157","GAM","Nush","Nush","Yes"
"2014_nk_163","GAM","Nush","Nush","Yes"
"2014_nk_164","GAM","Nush","Nush","Yes"
"2014_nk_176","GAM","Nush","Nush","Yes"
"2014_nk_179","GAM","Nush","Nush","Yes"
"2014_nk_18_redo","GAM","Nush","Nush","Yes"
"2014_nk_184","GAM","Nush","Nush","Yes"
"2014_nk_186","GAM","Nush","Nush","Yes"
"2014_nk_192","GAM","Nush","Nush","Yes"
"2014_nk_193","GAM","Nush","Nush","Yes"
"2014_nk_200","GAM","Nush","Nush","Yes"
"2014_nk_208","GAM","Nush","Nush","Yes"
"2014_nk_210","GAM","Nush","Nush","Yes"
"2014_nk_215","GAM","Nush","Nush","Yes"
"2014_nk_217","GAM","Nush","Nush","Yes"
"2014_nk_227","GAM","Nush","Nush","Yes"
"2014_nk_231","GAM","Kusko","Nush","No"
"2014_nk_234","GAM","Nush","Nush","Yes"
"2014_nk_239","GAM","Nush","Nush","Yes"
"2014_nk_248","GAM","Nush","Nush","Yes"
"2014_nk_250","GAM","Nush","Nush","Yes"
"2014_nk_251","GAM","Nush","Nush","Yes"
"2014_nk_252","GAM","Nush","Nush","Yes"
"2014_nk_26","GAM","Nush","Nush","Yes"
"2014_nk_262","GAM","Nush","Nush","Yes"
"2014_nk_263","GAM","Kusko","Nush","No"
"2014_nk_270","GAM","Kusko","Nush","No"
"2014_nk_271","GAM","Kusko","Nush","No"
"2014_nk_273","GAM","Nush","Nush","Yes"
"2014_nk_279","GAM","Nush","Nush","Yes"
"2014_nk_37","GAM","Nush","Nush","Yes"
"2014_nk_46B","GAM","Kusko","Nush","No"
"2014_nk_48","GAM","Kusko","Nush","No"
"2014_nk_5","GAM","Nush","Nush","Yes"
"2014_nk_55","GAM","Nush","Nush","Yes"
"2014_nk_56_redo","GAM","Nush","Nush","Yes"
"2014_nk_62","GAM","Nush","Nush","Yes"
"2014_nk_65","GAM","Nush","Nush","Yes"
"2014_nk_71","GAM","Kusko","Nush","No"
"2014_nk_72","GAM","Nush","Nush","Yes"
"2014_nk_73","GAM","Kusko","Nush","No"
"2014_nk_76","GAM","Nush","Nush","Yes"
"2014_nk_81","GAM","Nush","Nush","Yes"
"2014_nk_90","GAM","Nush","Nush","Yes"
"2014_nk_93","GAM","Nush","Nush","Yes"
"2015_nk_002","GAM","Nush","Nush","Yes"
"2015_nk_004","GAM","Nush","Nush","Yes"
"2015_nk_013_2","GAM","Nush","Nush","Yes"
"2015_nk_022","GAM","Nush","Nush","Yes"
"2015_nk_030_redo","GAM","Nush","Nush","Yes"
"2015_nk_036_redo","GAM","Nush","Nush","Yes"
"2015_nk_038","GAM","Nush","Nush","Yes"
"2015_nk_039","GAM","Nush","Nush","Yes"
"2015_nk_042","GAM","Nush","Nush","Yes"
"2015_nk_057","GAM","Yukon","Nush","No"
"2015_nk_058","GAM","Kusko","Nush","No"
"2015_nk_061","GAM","Nush","Nush","Yes"
"2015_nk_065","GAM","Nush","Nush","Yes"
"2015_nk_094","GAM","Nush","Nush","Yes"
"2015_nk_099","GAM","Nush","Nush","Yes"
"2015_nk_101","GAM","Kusko","Nush","No"
"2015_nk_111_redo","GAM","Kusko","Nush","No"
"2015_nk_113","GAM","Nush","Nush","Yes"
"2015_nk_120","GAM","Nush","Nush","Yes"
"2015_nk_122_redoB","GAM","Nush","Nush","Yes"
"2015_nk_123_redo2","GAM","Kusko","Nush","No"
"2015_nk_130_redo","GAM","Nush","Nush","Yes"
"2015_nk_136","GAM","Nush","Nush","Yes"
"2015_nk_139","GAM","Nush","Nush","Yes"
"2015_nk_164","GAM","Nush","Nush","Yes"
"2015_nk_168","GAM","Nush","Nush","Yes"
"2015_nk_183","GAM","Kusko","Nush","No"
"2015_nk_185_redo","GAM","Nush","Nush","Yes"
"2015_nk_188","GAM","Nush","Nush","Yes"
"2015_nk_207","GAM","Nush","Nush","Yes"
"2015_nk_215","GAM","Nush","Nush","Yes"
"2015_nk_220","GAM","Nush","Nush","Yes"
"2015_nk_224_redo","GAM","Nush","Nush","Yes"
"2015_nk_225","GAM","Nush","Nush","Yes"
"2015_nk_233_redo","GAM","Nush","Nush","Yes"
"2015_nk_235","GAM","Nush","Nush","Yes"
"2015_nk_241","GAM","Kusko","Nush","No"
"2015_nk_242","GAM","Nush","Nush","Yes"
"2015_nk_245","GAM","Nush","Nush","Yes"
"2015_nk_247","GAM","Nush","Nush","Yes"
"2015_nk_257","GAM","Nush","Nush","Yes"
"2015_nk_260_redo","GAM","Nush","Nush","Yes"
"2015_nk_261","GAM","Kusko","Nush","No"
"2015_nk_262","GAM","Nush","Nush","Yes"
"2015_nk_287","GAM","Nush","Nush","Yes"
"2015_nk_296","GAM","Nush","Nush","Yes"
"2015_nk_41_redo","GAM","Nush","Nush","Yes"
"2015_nk_53_redo","GAM","Nush","Nush","Yes"
"2015_nk_54_redo","GAM","Yukon","Nush","No"
"2015_nk_86_redo","GAM","Nush","Nush","Yes"
"2015_nk_89_redo","GAM","Nush","Nush","Yes"
"2015_yk_017","GAM","Yukon","Yukon","Yes"
"2015_yk_034","GAM","Yukon","Yukon","Yes"
"2015_yk_035","GAM","Yukon","Yukon","Yes"
"2015_yk_056a","GAM","Yukon","Yukon","Yes"
"2015_yk_065a","GAM","Yukon","Yukon","Yes"
"2015_yk_068","GAM","Yukon","Yukon","Yes"
"2015_yk_097","GAM","Yukon","Yukon","Yes"
"2015_yk_101","GAM","Yukon","Yukon","Yes"
"2015_yk_109","GAM","Yukon","Yukon","Yes"
"2015_yk_114","GAM","Yukon","Yukon","Yes"
"2015_yk_117","GAM","Yukon","Yukon","Yes"
"2015_yk_128","GAM","Yukon","Yukon","Yes"
"2015_yk_129","GAM","Yukon","Yukon","Yes"
"2015_yk_151","GAM","Yukon","Yukon","Yes"
"2015_yk_214","GAM","Yukon","Yukon","Yes"
"2015_yk_219","GAM","Yukon","Yukon","Yes"
"2015_yk_220","GAM","Yukon","Yukon","Yes"
"2015_yk_243","GAM","Yukon","Yukon","Yes"
"2015_yk_259","GAM","Yukon","Yukon","Yes"
"2015_yk_272","GAM","Yukon","Yukon","Yes"
"2015_yk_314","GAM","Yukon","Yukon","Yes"
"2015_yk_338","GAM","Yukon","Yukon","Yes"
"2015_yk_342","GAM","Yukon","Yukon","Yes"
"2015_yk_357","GAM","Yukon","Yukon","Yes"
"2015_yk_377","GAM","Yukon","Yukon","Yes"
"2015_yk_397","GAM","Kusko","Yukon","No"
"2015_yk_433","GAM","Yukon","Yukon","Yes"
"2015_yk_438","GAM","Yukon","Yukon","Yes"
"2015_yk_462","GAM","Yukon","Yukon","Yes"
"2015_yk_479","GAM","Nush","Yukon","No"
"2015_yk_521","GAM","Yukon","Yukon","Yes"
"2015_yk_526","GAM","Yukon","Yukon","Yes"
"2015_yk_550","GAM","Yukon","Yukon","Yes"
"2015_yk_576","GAM","Nush","Yukon","No"
"2015_yk_585","GAM","Kusko","Yukon","No"
"2015_yk_595","GAM","Yukon","Yukon","Yes"
"2015_yk_599","GAM","Yukon","Yukon","Yes"
"2015_yk_613","GAM","Yukon","Yukon","Yes"
"2015_yk_615","GAM","Kusko","Yukon","No"
"2016_yk_006","GAM","Yukon","Yukon","Yes"
"2016_yk_007","GAM","Yukon","Yukon","Yes"
"2016_yk_015_redo","GAM","Yukon","Yukon","Yes"
"2016_yk_019","GAM","Yukon","Yukon","Yes"
"2016_yk_020","GAM","Yukon","Yukon","Yes"
"2016_yk_025","GAM","Yukon","Yukon","Yes"
"2016_yk_026","GAM","Yukon","Yukon","Yes"
"2016_yk_033","GAM","Yukon","Yukon","Yes"
"2016_yk_042_redo","GAM","Kusko","Yukon","No"
"2016_yk_044_redo","GAM","Yukon","Yukon","Yes"
"2016_yk_045","GAM","Yukon","Yukon","Yes"
"2016_yk_047","GAM","Yukon","Yukon","Yes"
"2016_yk_048","GAM","Yukon","Yukon","Yes"
"2016_yk_053_redo","GAM","Yukon","Yukon","Yes"
"2016_yk_057_redo","GAM","Yukon","Yukon","Yes"
"2016_yk_058_redo","GAM","Yukon","Yukon","Yes"
"2016_yk_060_redo","GAM","Yukon","Yukon","Yes"
"2016_yk_068","GAM","Yukon","Yukon","Yes"
"2016_yk_074_redo","GAM","Yukon","Yukon","Yes"
"2016_yk_077","GAM","Nush","Yukon","No"
"2016_yk_079","GAM","Nush","Yukon","No"
"2016_yk_082_redo","GAM","Yukon","Yukon","Yes"
"2016_yk_093","GAM","Yukon","Yukon","Yes"
"2016_yk_094","GAM","Yukon","Yukon","Yes"
"2016_yk_095_redo","GAM","Yukon","Yukon","Yes"
"2016_yk_097","GAM","Yukon","Yukon","Yes"
"2016_yk_101","GAM","Yukon","Yukon","Yes"
"2016_yk_104_redo","GAM","Yukon","Yukon","Yes"
"2016_yk_105","GAM","Yukon","Yukon","Yes"
"2016_yk_111","GAM","Yukon","Yukon","Yes"
"2016_yk_116_redo","GAM","Yukon","Yukon","Yes"
"2016_yk_120","GAM","Yukon","Yukon","Yes"
"2016_yk_123","GAM","Yukon","Yukon","Yes"
"2016_yk_124","GAM","Yukon","Yukon","Yes"
"2016_yk_125","GAM","Yukon","Yukon","Yes"
"2016_yk_128","GAM","Yukon","Yukon","Yes"
"2016_yk_129","GAM","Yukon","Yukon","Yes"
"2016_yk_150","GAM","Yukon","Yukon","Yes"
"2016_yk_165","GAM","Yukon","Yukon","Yes"
"2016_yk_169","GAM","Yukon","Yukon","Yes"
"2016_yk_174","GAM","Yukon","Yukon","Yes"
"2016_yk_179","GAM","Yukon","Yukon","Yes"
"2016_yk_183_redo","GAM","Yukon","Yukon","Yes"
"2016_yk_184","GAM","Yukon","Yukon","Yes"
"2016_yk_186","GAM","Yukon","Yukon","Yes"
"2016_yk_190_redo","GAM","Yukon","Yukon","Yes"
"2016_yk_192","GAM","Yukon","Yukon","Yes"
"2016_yk_194","GAM","Yukon","Yukon","Yes"
"2016_yk_203","GAM","Yukon","Yukon","Yes"
"2016_yk_206_redo","GAM","Yukon","Yukon","Yes"
"2016_yk_215","GAM","Yukon","Yukon","Yes"
"2016_yk_216_redo","GAM","Kusko","Yukon","No"
"2016_yk_218","GAM","Nush","Yukon","No"
"2016_yk_222","GAM","Yukon","Yukon","Yes"
"2016_yk_225","GAM","Yukon","Yukon","Yes"
"2016_yk_226","GAM","Yukon","Yukon","Yes"
"2016_yk_231_a","GAM","Yukon","Yukon","Yes"
"2016_yk_237","GAM","Yukon","Yukon","Yes"
"2016_yk_239_redo","GAM","Yukon","Yukon","Yes"
"2016_yk_242","GAM","Yukon","Yukon","Yes"
"2016_yk_248","GAM","Yukon","Yukon","Yes"
"2017_kk_003","GAM","Kusko","Kusko","Yes"
"2017_kk_005","GAM","Kusko","Kusko","Yes"
"2017_kk_009","GAM","Kusko","Kusko","Yes"
"2017_kk_014","GAM","Kusko","Kusko","Yes"
"2017_kk_021","GAM","Kusko","Kusko","Yes"
"2017_kk_025","GAM","Kusko","Kusko","Yes"
"2017_kk_030","GAM","Kusko","Kusko","Yes"
"2017_kk_031","GAM","Kusko","Kusko","Yes"
"2017_kk_035","GAM","Kusko","Kusko","Yes"
"2017_kk_039","GAM","Kusko","Kusko","Yes"
"2017_kk_050","GAM","Kusko","Kusko","Yes"
"2017_kk_051","GAM","Kusko","Kusko","Yes"
"2017_kk_070","GAM","Kusko","Kusko","Yes"
"2017_kk_071","GAM","Kusko","Kusko","Yes"
"2017_kk_081","GAM","Kusko","Kusko","Yes"
"2017_kk_091","GAM","Kusko","Kusko","Yes"
"2017_kk_095","GAM","Kusko","Kusko","Yes"
"2017_kk_102redoa","GAM","Kusko","Kusko","Yes"
"2017_kk_107","GAM","Kusko","Kusko","Yes"
"2017_kk_112","GAM","Yukon","Kusko","No"
"2017_kk_119","GAM","Kusko","Kusko","Yes"
"2017_kk_143","GAM","Yukon","Kusko","No"
"2017_kk_150","GAM","Nush","Kusko","No"
"2017_kk_158","GAM","Kusko","Kusko","Yes"
"2017_kk_163","GAM","Kusko","Kusko","Yes"
"2017_kk_164","GAM","Kusko","Kusko","Yes"
"2017_kk_165redo","GAM","Nush","Kusko","No"
"2017_kk_166redo","GAM","Kusko","Kusko","Yes"
"2017_kk_168redo","GAM","Kusko","Kusko","Yes"
"2017_kk_169redo","GAM","Kusko","Kusko","Yes"
"2017_kk_173","GAM","Kusko","Kusko","Yes"
"2017_kk_176redo","GAM","Kusko","Kusko","Yes"
"2017_kk_196","GAM","Kusko","Kusko","Yes"
"2017_kk_203","GAM","Kusko","Kusko","Yes"
"2017_kk_204","GAM","Kusko","Kusko","Yes"
"2017_kk_213","GAM","Kusko","Kusko","Yes"
"2017_kk_217","GAM","Kusko","Kusko","Yes"
"2017_kk_221","GAM","Kusko","Kusko","Yes"
"2017_kk_234","GAM","Yukon","Kusko","No"
"2017_kk_239redo","GAM","Kusko","Kusko","Yes"
"2017_kk_242","GAM","Kusko","Kusko","Yes"
"2017_kk_260redo","GAM","Kusko","Kusko","Yes"
"2017_yk_016","GAM","Yukon","Yukon","Yes"
"2017_yk_018","GAM","Yukon","Yukon","Yes"
"2017_yk_033","GAM","Yukon","Yukon","Yes"
"2017_yk_038","GAM","Yukon","Yukon","Yes"
"2017_yk_039","GAM","Yukon","Yukon","Yes"
"2017_yk_041","GAM","Yukon","Yukon","Yes"
"2017_yk_052","GAM","Yukon","Yukon","Yes"
"2017_yk_053","GAM","Yukon","Yukon","Yes"
"2017_yk_056","GAM","Yukon","Yukon","Yes"
"2017_yk_059","GAM","Yukon","Yukon","Yes"
"2017_yk_061","GAM","Yukon","Yukon","Yes"
"2017_yk_062","GAM","Yukon","Yukon","Yes"
"2017_yk_068","GAM","Yukon","Yukon","Yes"
"2017_yk_079","GAM","Yukon","Yukon","Yes"
"2017_yk_080","GAM","Yukon","Yukon","Yes"
"2017_yk_081","GAM","Yukon","Yukon","Yes"
"2017_yk_091","GAM","Yukon","Yukon","Yes"
"2017_yk_093","GAM","Yukon","Yukon","Yes"
"2017_yk_098","GAM","Yukon","Yukon","Yes"
"2017_yk_102","GAM","Yukon","Yukon","Yes"
"2017_yk_109","GAM","Yukon","Yukon","Yes"
"2017_yk_129","GAM","Yukon","Yukon","Yes"
"2017_yk_133","GAM","Yukon","Yukon","Yes"
"2017_yk_140","GAM","Yukon","Yukon","Yes"
"2017_yk_164","GAM","Yukon","Yukon","Yes"
"2017_yk_167","GAM","Yukon","Yukon","Yes"
"2017_yk_177","GAM","Yukon","Yukon","Yes"
"2017_yk_180","GAM","Yukon","Yukon","Yes"
"2017_yk_185","GAM","Yukon","Yukon","Yes"
"2017_yk_192","GAM","Yukon","Yukon","Yes"
"2017_yk_193","GAM","Yukon","Yukon","Yes"
"2017_yk_215","GAM","Yukon","Yukon","Yes"
"2017_yk_217","GAM","Yukon","Yukon","Yes"
"2017_yk_239","GAM","Yukon","Yukon","Yes"
"2017_yk_252","GAM","Kusko","Yukon","No"
"2017_yk_273","GAM","Yukon","Yukon","Yes"
"2017_yk_303","GAM","Yukon","Yukon","Yes"
"2017_yk_309","GAM","Yukon","Yukon","Yes"
"2017_yk_313","GAM","Yukon","Yukon","Yes"
"2017_yk_318","GAM","Nush","Yukon","No"
"2017_yk_321","GAM","Yukon","Yukon","Yes"
"2017_yk_345","GAM","Kusko","Yukon","No"
"2017_yk_357","GAM","Yukon","Yukon","Yes"
"2017_yk_365","GAM","Yukon","Yukon","Yes"
"2017_yk_366","GAM","Yukon","Yukon","Yes"
"2019_kk_001","GAM","Kusko","Kusko","Yes"
"2019_kk_007","GAM","Kusko","Kusko","Yes"
"2019_kk_009","GAM","Yukon","Kusko","No"
"2019_kk_011","GAM","Kusko","Kusko","Yes"
"2019_kk_016","GAM","Kusko","Kusko","Yes"
"2019_kk_017","GAM","Kusko","Kusko","Yes"
"2019_kk_023","GAM","Kusko","Kusko","Yes"
"2019_kk_041","GAM","Nush","Kusko","No"
"2019_kk_047","GAM","Yukon","Kusko","No"
"2019_kk_051","GAM","Kusko","Kusko","Yes"
"2019_kk_080","GAM","Kusko","Kusko","Yes"
"2019_kk_085","GAM","Nush","Kusko","No"
"2019_kk_088","GAM","Kusko","Kusko","Yes"
"2019_kk_090","GAM","Nush","Kusko","No"
"2019_kk_112","GAM","Nush","Kusko","No"
"2019_kk_113","GAM","Kusko","Kusko","Yes"
"2019_kk_114","GAM","Kusko","Kusko","Yes"
"2019_kk_127","GAM","Yukon","Kusko","No"
"2019_kk_129","GAM","Kusko","Kusko","Yes"
"2019_kk_147","GAM","Kusko","Kusko","Yes"
"2019_kk_173","GAM","Kusko","Kusko","Yes"
"2019_kk_183","GAM","Nush","Kusko","No"
"2019_kk_190","GAM","Kusko","Kusko","Yes"
"2019_kk_199","GAM","Kusko","Kusko","Yes"
"2019_kk_212","GAM","Kusko","Kusko","Yes"
"2019_kk_218","GAM","Kusko","Kusko","Yes"
"2019_kk_229","GAM","Yukon","Kusko","No"
"2019_kk_255","GAM","Kusko","Kusko","Yes"
"2019_kk_282","GAM","Kusko","Kusko","Yes"
"2019_kk_296","GAM","Kusko","Kusko","Yes"
"2019_kk_309","GAM","Kusko","Kusko","Yes"
"2019_kk_332","GAM","Kusko","Kusko","Yes"
"2019_kk_365","GAM","Kusko","Kusko","Yes"
"2019_kk_367","GAM","Kusko","Kusko","Yes"
"2019_kk_384","GAM","Kusko","Kusko","Yes"
"2019_kk_393","GAM","Kusko","Kusko","Yes"
"2019_kk_398","GAM","Yukon","Kusko","No"
"2019_kk_425","GAM","Kusko","Kusko","Yes"
"2019_kk_448","GAM","Kusko","Kusko","Yes"
"2019_kk_454","GAM","Kusko","Kusko","Yes"
"2019_kk_455","GAM","Kusko","Kusko","Yes"
"2019_kk_457","GAM","Nush","Kusko","No"
"2019_kk_464","GAM","Kusko","Kusko","Yes"
"2019_kk_481","GAM","Kusko","Kusko","Yes"
"2019_yk_005","GAM","Yukon","Yukon","Yes"
"2019_yk_007","GAM","Yukon","Yukon","Yes"
"2019_yk_036","GAM","Yukon","Yukon","Yes"
"2019_yk_036a","GAM","Yukon","Yukon","Yes"
"2019_yk_041","GAM","Yukon","Yukon","Yes"
"2019_yk_042","GAM","Yukon","Yukon","Yes"
"2019_yk_075","GAM","Yukon","Yukon","Yes"
"2019_yk_085a","GAM","Yukon","Yukon","Yes"
"2019_yk_090","GAM","Yukon","Yukon","Yes"
"2019_yk_092","GAM","Yukon","Yukon","Yes"
"2019_yk_104a","GAM","Yukon","Yukon","Yes"
"2019_yk_116a","GAM","Yukon","Yukon","Yes"
"2019_yk_123","GAM","Yukon","Yukon","Yes"
"2019_yk_138","GAM","Yukon","Yukon","Yes"
"2019_yk_139a","GAM","Yukon","Yukon","Yes"
"2019_yk_140","GAM","Yukon","Yukon","Yes"
"2019_yk_147","GAM","Yukon","Yukon","Yes"
"2019_yk_149","GAM","Yukon","Yukon","Yes"
"2019_yk_152","GAM","Yukon","Yukon","Yes"
"2019_yk_165","GAM","Yukon","Yukon","Yes"
"2019_yk_168a","GAM","Yukon","Yukon","Yes"
"2019_yk_186a","GAM","Yukon","Yukon","Yes"
